Species Name,Kingdom,Phylum,Class,Order,Family,Genus,Vernacular Name,Number of records,Category,database
Sinapis arvensis,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Sinapis,Sinapis arvensis,concern,sbl general
Sorbus arranensis,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Sorbus,Sorbus arranensis,concern,sbl general
Sorbus pseudofennica,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Sorbus,Sorbus pseudofennica,concern,sbl general
Cephalanthera longifolia,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae,Cephalanthera,Cephalanthera longifolia,concern,uk  priority list
Cochlearia officinalis subsp. scotica,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cochlearia,Cochlearia officinalis,concern,uk  priority list
Fumaria purpurea,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Fumaria,Fumaria purpurea,concern,uk  priority list
Gentianella campestris,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Gentianella,Gentianella campestris,concern,uk  priority list
Juniperus communis,SPECIES,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,Juniperus communis,concern,uk  priority list
Linnaea borealis,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Linnaea,Linnaea borealis,concern,uk  priority list
Lycopodiella inundata,SPECIES,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Lycopodiella,Lycopodiella inundata,concern,uk  priority list
Pseudorchis albida,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae,Pseudorchis,Pseudorchis albida,concern,uk  priority list
Scleranthus annuus,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Scleranthus,Scleranthus annuus,concern,uk  priority list
Sorbus arranensis,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Sorbus,Sorbus arranensis,concern,uk  priority list
Sorbus pseudofennica,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Sorbus,Sorbus pseudofennica,concern,uk  priority list
Pipistrellus nathusii,SPECIES,Animalia,Chordata,Mammalia,Chiroptera,Pipistrellus,Nathusius'_pipistrelle,Species,concern,own
Pipistrellus nathusii,SPECIES,Animalia,Chordata,Mammalia,Chiroptera,Pipistrellus,Nathusius'_pipistrelle,Species,concern,own
Pipistrellus nathusii,SPECIES,Animalia,Chordata,Mammalia,Chiroptera,Pipistrellus,Nathusius'_pipistrelle,Species,concern,own
Pipistrellus pipistrellus,SPECIES,Animalia,Chordata,Mammalia,Chiroptera,Pipistrellus,Common_pipistrelle,Species,concern,own
Pipistrellus pipistrellus,SPECIES,Animalia,Chordata,Mammalia,Chiroptera,Pipistrellus,Common_pipistrelle,Species,concern,own
Pipistrellus pipistrellus,SPECIES,Animalia,Chordata,Mammalia,Chiroptera,Pipistrellus,Common_pipistrelle,Species,concern,own
Pipistrellus pipistrellus,SPECIES,Animalia,Chordata,Mammalia,Chiroptera,Pipistrellus,Common_pipistrelle,Species,concern,own
Pipistrellus pipistrellus,SPECIES,Animalia,Chordata,Mammalia,Chiroptera,Pipistrellus,Common_pipistrelle,Species,concern,own
Pipistrellus pipistrellus,SPECIES,Animalia,Chordata,Mammalia,Chiroptera,Pipistrellus,Common_pipistrelle,Species,concern,own
Pipistrellus pygmaeus,SPECIES,Animalia,Chordata,Mammalia,Chiroptera,Pipistrellus,Soprano_pipistrelle,Species,concern,own
Pipistrellus pygmaeus,SPECIES,Animalia,Chordata,Mammalia,Chiroptera,Pipistrellus,Soprano_pipistrelle,Species,concern,own
Pipistrellus pygmaeus,SPECIES,Animalia,Chordata,Mammalia,Chiroptera,Pipistrellus,Soprano_pipistrelle,Species,concern,own
Pipistrellus pygmaeus,SPECIES,Animalia,Chordata,Mammalia,Chiroptera,Pipistrellus,Soprano_pipistrelle,Species,concern,own
Pipistrellus pygmaeus,SPECIES,Animalia,Chordata,Mammalia,Chiroptera,Pipistrellus,Soprano_pipistrelle,Species,concern,own
Plecotus auritus ,SPECIES,Animalia,Chordata,Mammalia,Chiroptera,Plecotus,Brown_long-eared_bat,Species,concern,own
